id,team,player,position,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
400874388,Celtics,A. Johnson,PF,22,2-3,0-0,0-0,2,6,8,1,0,2,1,4,-9,4
400874388,Celtics,J. Crowder,SF,33,5-16,2-7,2-2,1,9,10,4,0,0,2,4,+3,14
400874388,Celtics,J. Sullinger,C,19,4-14,1-1,0-0,2,4,6,3,1,0,0,6,+2,9
400874388,Celtics,A. Bradley,PG,33,7-16,1-7,3-3,2,1,3,1,1,1,1,2,+0,18
400874388,Celtics,I. Thomas,PG,37,8-21,4-10,7-9,1,2,3,8,1,1,3,4,-6,27
400874388,Celtics,J. Jerebko,PF,17,1-6,0-3,0-0,0,5,5,2,0,0,0,3,+5,2
400874388,Celtics,K. Olynyk,C,12,1-3,0-0,0-0,1,0,1,1,0,0,1,2,-6,2
400874388,Celtics,M. Smart,PG,29,5-10,3-6,2-3,3,2,5,2,2,1,1,4,+6,15
400874388,Celtics,E. Turner,SG,34,4-13,0-1,2-2,3,5,8,5,1,1,1,3,+5,10
400874388,Celtics,R.J. Hunter,SG,3,0-0,0-0,0-0,0,1,1,0,0,0,0,0,-5,0
400874388,Celtics,J. Mickey,PF,,,,,,,,,,,,,,
400874388,Celtics,T. Zeller,C,,,,,,,,,,,,,,
400874388,Celtics,T. Rozier,PG,,,,,,,,,,,,,,
400874388,Celtics,TE,AM,,37-102,11-35,16-19,15,35,50,27,6,6,10,32,,101
400874388,Celtics,, ,,36.3%,31.4%,84.2%,,,,,,,,,,
400874388,Hawks,P. Millsap,PF,37,6-11,1-2,1-1,2,5,7,3,1,3,0,2,-3,14
400874388,Hawks,K. Bazemore,SF,34,7-13,1-5,8-10,0,8,8,0,1,2,0,0,+7,23
400874388,Hawks,A. Horford,C,37,8-17,1-2,7-8,5,7,12,2,0,2,2,3,-4,24
400874388,Hawks,J. Teague,PG,36,7-15,0-2,9-11,1,3,4,12,1,0,2,4,+7,23
400874388,Hawks,K. Korver,SG,32,1-10,0-7,0-0,1,8,9,1,0,0,2,2,+4,2
400874388,Hawks,M. Scott,PF,18,6-9,2-4,0-0,3,2,5,0,0,0,1,3,+7,14
400874388,Hawks,M. Muscala,PF,4,0-0,0-0,0-0,0,1,1,1,0,0,0,1,+1,0
400874388,Hawks,T. Sefolosha,SF,22,0-3,0-1,2-4,1,6,7,2,1,1,3,2,-3,2
400874388,Hawks,D. Schroder,PG,11,0-6,0-2,0-0,0,0,0,2,0,0,1,2,-6,0
400874388,Hawks,K. Hinrich,SG,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+0,0
400874388,Hawks,T. Hardaway Jr.,SG,8,0-2,0-1,0-1,0,0,0,0,0,1,0,1,-5,0
400874388,Hawks,K. Humphries,PF,,,,,,,,,,,,,,
400874388,Hawks,L. Patterson,SG,,,,,,,,,,,,,,
400874388,Hawks,TE,AM,,35-86,5-26,27-35,13,40,53,23,4,9,11,20,,102
400874388,Hawks,, ,,40.7%,19.2%,77.1%,,,,,,,,,,
400874410,Celtics,A. Johnson,PF,21,6-11,0-2,2-2,3,5,8,0,0,1,0,2,-9,14
400874410,Celtics,J. Crowder,SF,35,1-9,0-4,0-0,2,5,7,3,4,2,3,1,-17,2
400874410,Celtics,J. Sullinger,C,14,2-5,0-0,0-0,1,3,4,1,0,0,2,3,-16,4
400874410,Celtics,I. Thomas,PG,30,4-15,1-6,7-8,0,3,3,2,0,1,3,2,-17,16
400874410,Celtics,M. Smart,PG,30,1-11,1-6,0-0,0,2,2,3,1,2,2,2,-20,3
400874410,Celtics,J. Jerebko,PF,20,3-6,1-2,0-0,1,4,5,2,0,0,0,1,+8,7
400874410,Celtics,J. Mickey,PF,1,0-1,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
400874410,Celtics,T. Zeller,C,14,2-7,0-0,0-0,2,3,5,2,0,1,2,0,+0,4
400874410,Celtics,T. Rozier,PG,24,4-7,2-3,0-0,0,4,4,0,0,1,0,1,-3,10
400874410,Celtics,E. Turner,SG,33,5-12,0-2,2-2,1,4,5,3,0,1,2,3,-10,12
400874410,Celtics,J. Young,SG,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
400874410,Celtics,J. Holland,SG,1,0-1,0-1,0-0,0,0,0,0,0,0,0,0,-2,0
400874410,Celtics,R.J. Hunter,SG,15,0-3,0-2,0-0,0,0,0,0,0,1,0,0,+5,0
400874410,Celtics,TE,AM,,28-88,5-28,11-12,10,33,43,16,5,10,14,15,,72
400874410,Celtics,, ,,31.8%,17.9%,91.7%,,,,,,,,,,
400874410,Hawks,P. Millsap,PF,34,1-12,0-5,2-2,0,7,7,1,0,4,5,2,+19,4
400874410,Hawks,K. Bazemore,SF,29,2-14,1-5,0-0,0,9,9,4,2,0,0,1,+11,5
400874410,Hawks,A. Horford,C,31,6-11,3-4,2-2,1,4,5,2,1,5,2,2,+21,17
400874410,Hawks,J. Teague,PG,27,5-9,1-2,2-2,0,1,1,6,2,1,4,3,+17,13
400874410,Hawks,K. Korver,SG,33,6-9,5-7,0-0,0,7,7,2,1,1,0,2,+25,17
400874410,Hawks,M. Scott,PF,20,3-9,0-2,0-0,0,6,6,0,1,1,0,1,+2,6
400874410,Hawks,M. Muscala,PF,11,1-4,0-1,2-2,1,2,3,0,0,1,2,0,-8,4
400874410,Hawks,T. Sefolosha,SF,21,4-5,1-2,3-5,0,6,6,1,0,2,0,3,-7,12
400874410,Hawks,D. Schroder,PG,20,3-6,0-0,2-2,1,1,2,1,0,0,1,2,-2,8
400874410,Hawks,K. Hinrich,SG,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+2,0
400874410,Hawks,L. Patterson,SG,1,0-0,0-0,0-0,0,2,2,1,0,0,1,0,+2,0
400874410,Hawks,T. Hardaway Jr.,SG,12,1-3,0-1,1-1,0,1,1,2,0,0,0,0,+3,3
400874410,Hawks,K. Humphries,PF,,,,,,,,,,,,,,
400874410,Hawks,TE,AM,,32-82,11-29,14-16,3,46,49,20,7,15,15,16,,89
400874410,Hawks,, ,,39.0%,37.9%,87.5%,,,,,,,,,,
400874412,Hawks,P. Millsap,PF,37,3-9,0-1,2-2,2,8,10,1,2,0,1,4,-4,8
400874412,Hawks,K. Bazemore,SF,34,8-19,2-8,2-3,1,7,8,2,2,0,1,3,-2,20
400874412,Hawks,A. Horford,C,36,4-10,0-3,0-0,3,10,13,6,2,4,1,0,-12,8
400874412,Hawks,J. Teague,PG,32,7-17,0-4,9-9,0,2,2,5,1,1,4,3,-8,23
400874412,Hawks,K. Korver,SG,29,6-10,5-9,0-0,0,0,0,2,1,0,1,6,-3,17
400874412,Hawks,M. Scott,PF,21,2-3,2-3,0-0,1,2,3,1,0,0,1,1,+6,6
400874412,Hawks,M. Muscala,PF,3,0-2,0-2,0-0,0,1,1,0,0,0,1,1,-6,0
400874412,Hawks,T. Sefolosha,SF,20,0-2,0-2,1-2,0,3,3,0,2,2,1,1,+0,1
400874412,Hawks,D. Schroder,PG,22,8-14,0-4,4-5,0,1,1,2,0,0,2,4,+1,20
400874412,Hawks,K. Hinrich,SG,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-4,0
400874412,Hawks,T. Hardaway Jr.,SG,4,0-0,0-0,0-0,0,0,0,0,0,0,0,1,-8,0
400874412,Hawks,K. Humphries,PF,,,,,,,,,,,,,,
400874412,Hawks,L. Patterson,SG,,,,,,,,,,,,,,
400874412,Hawks,TE,AM,,38-86,9-36,18-21,7,34,41,19,10,7,13,24,,103
400874412,Hawks,, ,,44.2%,25.0%,85.7%,,,,,,,,,,
400874412,Celtics,A. Johnson,PF,31,7-8,0-0,1-2,2,5,7,2,0,2,3,1,+5,15
400874412,Celtics,J. Jerebko,PF,37,5-12,1-4,0-0,3,9,12,4,0,1,0,3,+14,11
400874412,Celtics,J. Crowder,SF,33,1-11,1-7,1-4,1,7,8,3,3,0,0,2,+4,4
400874412,Celtics,I. Thomas,PG,37,12-24,5-12,13-15,1,3,4,1,1,0,1,2,+3,42
400874412,Celtics,E. Turner,SG,34,6-14,1-3,4-6,0,2,2,7,5,1,5,4,+11,17
400874412,Celtics,J. Sullinger,C,11,1-2,0-0,2-2,0,4,4,1,0,0,0,2,-3,4
400874412,Celtics,M. Smart,PG,33,3-6,2-4,3-4,0,3,3,5,0,2,4,4,+7,11
400874412,Celtics,T. Rozier,PG,17,2-4,1-2,0-0,0,3,3,0,1,0,1,1,-7,5
400874412,Celtics,R.J. Hunter,SG,7,1-1,0-0,0-0,0,1,1,0,0,0,1,1,+6,2
400874412,Celtics,J. Mickey,PF,,,,,,,,,,,,,,
400874412,Celtics,T. Zeller,C,,,,,,,,,,,,,,
400874412,Celtics,J. Holland,SG,,,,,,,,,,,,,,
400874412,Celtics,J. Young,SG,,,,,,,,,,,,,,
400874412,Celtics,TE,AM,,38-82,11-32,24-33,7,37,44,23,10,6,15,20,,111
400874412,Celtics,, ,,46.3%,34.4%,72.7%,,,,,,,,,,
400874413,Hawks,P. Millsap,PF,46,19-31,3-6,4-6,5,8,13,3,2,4,3,5,+2,45
400874413,Hawks,K. Bazemore,SF,40,2-10,1-6,0-0,0,8,8,2,2,1,1,1,+7,5
400874413,Hawks,A. Horford,C,38,2-8,1-2,0-0,2,7,9,5,1,1,0,3,-7,5
400874413,Hawks,J. Teague,PG,34,4-17,3-9,2-3,0,2,2,5,1,0,3,3,+9,13
400874413,Hawks,K. Korver,SG,47,3-11,3-9,1-1,0,8,8,0,1,0,1,2,+1,10
400874413,Hawks,M. Scott,PF,17,1-2,0-1,2-3,1,1,2,1,0,0,2,2,-12,4
400874413,Hawks,M. Muscala,PF,5,3-3,0-0,0-0,1,0,1,0,0,0,0,1,-1,6
400874413,Hawks,T. Sefolosha,SF,17,0-4,0-3,0-0,1,1,2,0,0,0,1,1,-26,0
400874413,Hawks,D. Schroder,PG,20,3-13,1-6,0-0,2,2,4,2,1,0,3,2,-20,7
400874413,Hawks,T. Hardaway Jr.,SG,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+2,0
400874413,Hawks,K. Humphries,PF,,,,,,,,,,,,,,
400874413,Hawks,K. Hinrich,SG,,,,,,,,,,,,,,
400874413,Hawks,L. Patterson,SG,,,,,,,,,,,,,,
400874413,Hawks,TE,AM,,37-99,12-42,9-13,12,37,49,18,8,6,14,20,,95
400874413,Hawks,, ,,37.4%,28.6%,69.2%,,,,,,,,,,
400874413,Celtics,A. Johnson,PF,28,4-6,0-0,1-2,2,7,9,1,1,3,2,3,+6,9
400874413,Celtics,J. Jerebko,PF,31,6-9,3-6,1-2,1,9,10,1,0,0,1,3,-6,16
400874413,Celtics,J. Crowder,SF,41,4-11,2-9,2-3,1,4,5,2,2,0,1,0,+5,12
400874413,Celtics,I. Thomas,PG,43,11-23,2-7,4-5,0,4,4,6,1,2,1,2,+21,28
400874413,Celtics,E. Turner,SG,45,7-19,1-2,2-4,2,5,7,6,1,2,4,4,+5,17
400874413,Celtics,J. Sullinger,C,17,1-7,0-0,0-0,2,4,6,2,0,0,1,3,+8,2
400874413,Celtics,K. Olynyk,C,4,0-1,0-0,0-0,1,1,2,0,0,0,0,1,-5,0
400874413,Celtics,M. Smart,PG,42,7-15,3-8,3-3,2,6,8,5,2,0,4,2,+24,20
400874413,Celtics,T. Rozier,PG,15,0-3,0-1,0-0,1,0,1,2,0,0,0,1,-13,0
400874413,Celtics,J. Mickey,PF,,,,,,,,,,,,,,
400874413,Celtics,T. Zeller,C,,,,,,,,,,,,,,
400874413,Celtics,R.J. Hunter,SG,,,,,,,,,,,,,,
400874413,Celtics,J. Young,SG,,,,,,,,,,,,,,
400874413,Celtics,TE,AM,,40-94,11-33,13-19,12,40,52,25,7,7,14,19,,104
400874413,Celtics,, ,,42.6%,33.3%,68.4%,,,,,,,,,,
400874415,Celtics,A. Johnson,PF,13,2-4,0-0,2-2,2,5,7,0,0,0,2,1,-7,6
400874415,Celtics,J. Jerebko,PF,24,2-4,0-2,2-2,2,6,8,1,2,1,3,2,-10,6
400874415,Celtics,J. Crowder,SF,28,4-10,2-6,0-0,0,3,3,1,0,1,1,4,-19,10
400874415,Celtics,I. Thomas,PG,29,3-12,0-4,1-3,0,1,1,3,0,0,3,4,-33,7
400874415,Celtics,E. Turner,SG,31,5-10,1-2,4-4,0,5,5,2,1,1,4,0,-29,15
400874415,Celtics,J. Mickey,PF,9,2-3,0-0,0-0,1,1,2,2,0,1,0,0,+0,4
400874415,Celtics,J. Sullinger,C,13,4-9,1-2,1-2,2,1,3,0,0,0,2,1,-8,10
400874415,Celtics,T. Zeller,C,12,1-2,0-0,4-6,1,4,5,0,0,1,0,0,+0,6
400874415,Celtics,K. Olynyk,C,11,0-3,0-2,0-0,0,0,0,2,1,0,2,1,-10,0
400874415,Celtics,M. Smart,PG,25,2-7,2-5,4-6,1,1,2,2,1,0,1,1,-23,10
400874415,Celtics,T. Rozier,PG,26,2-7,0-3,0-0,1,4,5,4,0,1,1,0,+2,4
400874415,Celtics,R.J. Hunter,SG,12,1-3,1-2,0-0,0,3,3,2,0,0,0,2,+2,3
400874415,Celtics,J. Young,SG,9,1-3,0-1,0-0,0,0,0,0,0,0,1,1,+0,2
400874415,Celtics,TE,AM,,29-77,7-29,18-25,10,34,44,19,5,6,20,17,,83
400874415,Celtics,, ,,37.7%,24.1%,72.0%,,,,,,,,,,
400874415,Hawks,P. Millsap,PF,28,4-8,1-3,1-4,3,5,8,6,1,1,2,3,+24,10
400874415,Hawks,K. Bazemore,SF,23,6-14,4-8,0-0,1,4,5,0,0,1,0,1,+6,16
400874415,Hawks,A. Horford,C,24,2-11,0-2,2-2,2,6,8,4,2,1,1,1,+9,6
400874415,Hawks,J. Teague,PG,22,5-11,1-2,5-6,0,1,1,3,0,0,2,3,+14,16
400874415,Hawks,K. Korver,SG,27,5-8,3-6,0-0,1,1,2,1,5,0,2,1,+23,13
400874415,Hawks,M. Scott,PF,22,7-9,2-3,1-1,0,5,5,0,1,0,0,4,+26,17
400874415,Hawks,M. Muscala,PF,14,0-4,0-1,0-0,3,3,6,1,0,0,0,1,-5,0
400874415,Hawks,K. Humphries,PF,9,3-6,2-2,0-0,2,2,4,1,0,0,1,3,+0,8
400874415,Hawks,T. Sefolosha,SF,20,2-4,0-1,2-2,1,4,5,6,3,0,1,0,+30,6
400874415,Hawks,D. Schroder,PG,14,4-7,1-2,0-0,0,0,0,2,1,0,1,0,+15,9
400874415,Hawks,K. Hinrich,SG,12,1-3,0-1,0-0,0,2,2,3,0,0,0,0,-2,2
400874415,Hawks,L. Patterson,SG,9,1-5,0-1,1-1,0,2,2,1,0,0,1,0,+0,3
400874415,Hawks,T. Hardaway Jr.,SG,18,2-6,0-3,0-0,0,3,3,2,0,0,1,0,-5,4
400874415,Hawks,TE,AM,,42-96,14-35,12-16,13,38,51,30,13,3,12,17,,110
400874415,Hawks,, ,,43.8%,40.0%,75.0%,,,,,,,,,,
400874416,Hawks,P. Millsap,PF,37,4-10,0-3,9-11,0,8,8,2,1,4,3,2,-6,17
400874416,Hawks,K. Bazemore,SF,32,6-13,2-6,1-4,1,3,4,3,0,2,1,0,+3,15
400874416,Hawks,A. Horford,C,30,7-10,1-2,0-0,0,4,4,2,2,3,3,4,+19,15
400874416,Hawks,J. Teague,PG,25,4-11,0-2,3-4,1,0,1,5,0,0,4,5,-1,11
400874416,Hawks,K. Korver,SG,36,4-4,2-2,4-4,0,9,9,3,1,2,1,2,+21,14
400874416,Hawks,M. Scott,PF,20,2-4,1-2,2-2,0,3,3,0,1,1,3,4,+1,7
400874416,Hawks,M. Muscala,PF,9,2-2,0-0,0-0,0,2,2,1,0,0,0,1,+10,4
400874416,Hawks,T. Sefolosha,SF,12,1-4,0-2,0-0,1,4,5,0,1,0,1,3,-3,2
400874416,Hawks,D. Schroder,PG,23,5-10,1-2,1-2,0,3,3,8,0,0,2,2,+13,12
400874416,Hawks,K. Hinrich,SG,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+0,0
400874416,Hawks,T. Hardaway Jr.,SG,17,3-6,1-3,0-0,0,3,3,2,0,0,0,0,+3,7
400874416,Hawks,K. Humphries,PF,,,,,,,,,,,,,,
400874416,Hawks,L. Patterson,SG,,,,,,,,,,,,,,
400874416,Hawks,TE,AM,,38-74,8-24,20-27,3,39,42,26,6,12,18,23,,104
400874416,Hawks,, ,,51.4%,33.3%,74.1%,,,,,,,,,,
400874416,Celtics,A. Johnson,PF,18,1-1,0-0,1-1,0,4,4,0,0,0,2,2,-8,3
400874416,Celtics,J. Jerebko,PF,33,5-9,2-5,1-1,0,1,1,0,0,2,1,3,-24,13
400874416,Celtics,J. Crowder,SF,28,5-15,3-8,2-2,0,6,6,0,0,0,0,6,+7,15
400874416,Celtics,I. Thomas,PG,43,9-24,1-7,6-7,0,3,3,10,1,1,3,4,-4,25
400874416,Celtics,E. Turner,SG,37,4-17,0-4,0-0,2,5,7,4,0,0,1,5,-5,8
400874416,Celtics,J. Sullinger,C,7,1-5,0-1,0-0,3,1,4,0,0,0,1,1,-3,2
400874416,Celtics,T. Zeller,C,12,4-6,0-0,0-0,1,4,5,0,0,0,0,1,+12,8
400874416,Celtics,K. Olynyk,C,5,0-2,0-1,0-0,0,1,1,0,0,0,1,1,-11,0
400874416,Celtics,M. Smart,PG,35,4-11,0-3,5-5,2,5,7,1,4,0,3,4,-11,13
400874416,Celtics,T. Rozier,PG,18,1-2,1-2,2-2,1,3,4,0,0,1,0,2,-5,5
400874416,Celtics,R.J. Hunter,SG,5,0-2,0-1,0-0,1,0,1,1,0,0,0,0,-8,0
400874416,Celtics,J. Young,SG,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+0,0
400874416,Celtics,J. Mickey,PF,,,,,,,,,,,,,,
400874416,Celtics,TE,AM,,34-94,7-32,17-18,10,33,43,16,5,4,12,29,,92
400874416,Celtics,, ,,36.2%,21.9%,94.4%,,,,,,,,,,
400874380,Pacers,L. Allen,PF,14,2-6,0-0,0-0,1,6,7,0,0,0,0,1,-1,4
400874380,Pacers,P. George,SF,38,12-22,4-5,5-6,1,3,4,6,4,2,4,3,+16,33
400874380,Pacers,I. Mahinmi,C,17,0-2,0-0,1-4,1,2,3,1,1,1,2,5,-7,1
400874380,Pacers,G. Hill,PG,31,3-6,1-3,3-5,1,2,3,0,1,0,1,2,+13,10
400874380,Pacers,M. Ellis,SG,29,5-12,3-4,2-2,0,3,3,5,3,0,1,4,+11,15
400874380,Pacers,M. Turner,PF,26,5-9,0-1,0-2,3,2,5,0,0,5,1,4,+15,10
400874380,Pacers,S. Hill,SF,26,1-3,1-3,10-10,1,1,2,0,0,0,0,1,+1,13
400874380,Pacers,C.J. Miles,SF,19,2-7,1-3,0-0,1,6,7,1,0,0,1,1,+4,5
400874380,Pacers,J. Hill,C,5,0-1,0-0,0-0,0,1,1,0,0,0,0,1,+3,0
400874380,Pacers,T. Lawson,PG,17,1-4,0-0,0-0,0,2,2,3,1,0,3,1,-3,2
400874380,Pacers,R. Stuckey,PG,19,3-7,1-2,0-0,0,1,1,3,1,0,0,2,-2,7
400874380,Pacers,J. Young,PG,,,,,,,,,,,,,,
400874380,Pacers,G. Robinson III,SG,,,,,,,,,,,,,,
400874380,Pacers,TE,AM,,34-79,11-21,21-29,9,29,38,19,11,8,13,25,,100
400874380,Pacers,, ,,43.0%,52.4%,72.4%,,,,,,,,,,
400874380,Raptors,L. Scola,PF,15,2-4,0-1,0-1,0,6,6,1,1,0,0,1,-1,4
400874380,Raptors,J. Valanciunas,C,21,4-14,0-0,4-4,11,8,19,0,0,1,0,6,-6,12
400874380,Raptors,K. Lowry,PG,41,3-13,1-7,4-9,0,2,2,7,2,1,6,5,-10,11
400874380,Raptors,D. DeRozan,SG,37,5-19,0-3,4-6,2,0,2,4,2,0,3,4,-11,14
400874380,Raptors,N. Powell,SG,17,2-4,0-1,1-2,1,2,3,0,0,0,2,1,-2,5
400874380,Raptors,P. Patterson,PF,28,4-5,1-1,0-0,3,3,6,1,0,1,1,1,+1,9
400874380,Raptors,T. Ross,SF,14,2-8,1-3,0-0,0,1,1,0,0,0,2,3,-3,5
400874380,Raptors,D. Carroll,SF,19,2-4,0-1,2-2,1,1,2,1,0,0,1,1,-7,6
400874380,Raptors,B. Biyombo,C,24,1-2,0-0,4-6,1,7,8,0,0,2,2,1,-4,6
400874380,Raptors,C. Joseph,PG,24,5-6,1-2,7-8,1,2,3,3,1,0,2,4,-7,18
400874380,Raptors,J. Johnson,PF,,,,,,,,,,,,,,
400874380,Raptors,J. Thompson,PF,,,,,,,,,,,,,,
400874380,Raptors,D. Wright,PG,,,,,,,,,,,,,,
400874380,Raptors,TE,AM,,30-79,4-19,26-38,20,32,52,17,6,5,19,27,,90
400874380,Raptors,, ,,38.0%,21.1%,68.4%,,,,,,,,,,
400874381,Pacers,L. Allen,PF,21,1-2,0-0,0-0,2,2,4,1,1,0,1,1,-8,2
400874381,Pacers,P. George,SF,33,8-15,2-3,10-11,2,2,4,1,1,0,2,2,-8,28
400874381,Pacers,I. Mahinmi,C,22,0-6,0-0,5-6,0,5,5,0,0,0,1,2,-1,5
400874381,Pacers,G. Hill,PG,31,2-5,0-3,0-0,1,0,1,1,1,0,2,4,-8,4
400874381,Pacers,M. Ellis,SG,31,6-12,1-2,2-3,0,5,5,3,2,0,0,1,-6,15
400874381,Pacers,M. Turner,PF,16,4-5,0-1,0-0,0,2,2,0,0,2,3,5,-6,8
400874381,Pacers,S. Hill,SF,27,1-5,0-2,0-0,1,5,6,2,0,0,1,3,-15,2
400874381,Pacers,C.J. Miles,SF,19,2-7,0-5,2-2,0,2,2,0,1,0,1,1,+1,6
400874381,Pacers,J. Hill,C,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+6,0
400874381,Pacers,T. Lawson,PG,13,1-4,0-2,2-2,0,0,0,3,0,0,1,2,-13,4
400874381,Pacers,J. Young,PG,3,1-2,0-1,2-2,0,1,1,1,0,0,0,0,+6,4
400874381,Pacers,R. Stuckey,PG,17,2-6,1-1,2-4,0,3,3,1,1,1,1,2,-9,7
400874381,Pacers,G. Robinson III,SG,3,1-1,0-0,0-0,0,0,0,0,0,0,0,0,+6,2
400874381,Pacers,TE,AM,,29-70,4-20,25-30,6,27,33,13,7,3,13,23,,87
400874381,Pacers,, ,,41.4%,20.0%,83.3%,,,,,,,,,,
400874381,Raptors,L. Scola,PF,11,0-1,0-1,0-0,0,2,2,0,0,0,1,1,+4,0
400874381,Raptors,D. Carroll,SF,20,1-3,0-0,0-0,1,1,2,1,0,0,2,4,-12,2
400874381,Raptors,J. Valanciunas,C,31,10-18,0-0,3-4,5,10,15,0,1,2,1,4,+1,23
400874381,Raptors,K. Lowry,PG,40,4-13,0-5,10-10,1,6,7,9,1,0,2,2,+13,18
400874381,Raptors,D. DeRozan,SG,31,5-18,0-2,0-0,1,3,4,2,1,0,2,3,+6,10
400874381,Raptors,J. Thompson,PF,2,0-1,0-1,0-0,0,0,0,0,0,0,0,1,-4,0
400874381,Raptors,P. Patterson,PF,31,5-6,2-2,2-2,2,4,6,1,1,1,3,2,+21,14
400874381,Raptors,T. Ross,SF,10,2-4,2-4,0-0,0,2,2,1,1,0,0,2,-8,6
400874381,Raptors,B. Biyombo,C,17,1-2,0-0,4-5,2,2,4,1,1,1,1,2,+10,6
400874381,Raptors,D. Wright,PG,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
400874381,Raptors,C. Joseph,PG,24,6-8,0-0,4-4,0,1,1,3,1,0,1,2,+5,16
400874381,Raptors,N. Powell,SG,22,1-6,1-3,0-0,0,1,1,1,1,1,0,2,+21,3
400874381,Raptors,J. Johnson,PF,,,,,,,,,,,,,,
400874381,Raptors,TE,AM,,35-80,5-18,23-25,12,32,44,19,8,5,13,25,,98
400874381,Raptors,, ,,43.8%,27.8%,92.0%,,,,,,,,,,
400874384,Raptors,L. Scola,PF,16,1-4,1-3,0-0,1,1,2,1,0,0,1,3,+5,3
400874384,Raptors,D. Carroll,SF,35,7-16,3-9,0-0,4,1,5,0,1,1,2,3,+13,17
400874384,Raptors,J. Valanciunas,C,27,3-8,0-0,3-3,4,10,14,0,0,1,2,5,+16,9
400874384,Raptors,K. Lowry,PG,40,8-21,4-10,1-2,2,2,4,8,1,0,2,3,+18,21
400874384,Raptors,D. DeRozan,SG,36,7-19,0-1,7-9,0,2,2,3,2,0,2,2,-1,21
400874384,Raptors,P. Patterson,PF,26,2-7,1-5,2-2,1,3,4,0,1,1,1,1,+13,7
400874384,Raptors,T. Ross,SF,10,2-3,1-2,0-0,0,3,3,2,0,0,0,2,+3,5
400874384,Raptors,B. Biyombo,C,21,3-5,0-0,0-0,3,5,8,0,0,1,0,5,+0,6
400874384,Raptors,D. Wright,PG,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,+1,0
400874384,Raptors,C. Joseph,PG,24,5-10,0-1,0-0,0,2,2,4,1,0,1,2,+12,10
400874384,Raptors,N. Powell,SG,3,1-1,0-0,0-0,0,1,1,0,0,0,0,1,+0,2
400874384,Raptors,J. Thompson,PF,,,,,,,,,,,,,,
400874384,Raptors,J. Johnson,PF,,,,,,,,,,,,,,
400874384,Raptors,TE,AM,,39-94,10-31,13-16,15,30,45,18,6,4,11,27,,101
400874384,Raptors,, ,,41.5%,32.3%,81.3%,,,,,,,,,,
400874384,Pacers,L. Allen,PF,9,0-2,0-0,0-0,0,2,2,0,0,1,0,0,-7,0
400874384,Pacers,P. George,SF,42,6-19,1-8,12-12,1,9,10,6,1,1,4,3,-8,25
400874384,Pacers,I. Mahinmi,C,24,3-5,0-0,1-4,1,3,4,0,0,1,4,4,-10,7
400874384,Pacers,G. Hill,PG,33,3-7,2-4,5-6,1,2,3,2,1,0,1,3,+1,13
400874384,Pacers,M. Ellis,SG,36,3-9,0-2,1-2,1,5,6,4,1,0,4,2,-11,7
400874384,Pacers,M. Turner,PF,31,7-12,0-0,3-4,5,3,8,1,0,3,1,3,-4,17
400874384,Pacers,S. Hill,SF,28,2-5,2-3,2-2,0,3,3,2,0,0,0,2,-11,8
400874384,Pacers,C.J. Miles,SF,8,0-3,0-3,0-0,0,1,1,1,0,0,1,0,-7,0
400874384,Pacers,J. Hill,C,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-1,0
400874384,Pacers,T. Lawson,PG,7,0-1,0-0,0-0,0,0,0,0,0,0,1,0,-8,0
400874384,Pacers,J. Young,PG,1,1-2,1-2,0-0,0,0,0,0,0,0,0,0,-1,3
400874384,Pacers,R. Stuckey,PG,17,1-2,0-0,3-3,0,1,1,0,0,0,0,1,-12,5
400874384,Pacers,G. Robinson III,SG,1,0-1,0-0,0-0,0,0,0,0,0,0,0,0,-1,0
400874384,Pacers,TE,AM,,26-68,6-22,27-33,9,29,38,16,3,6,16,18,,85
400874384,Pacers,, ,,38.2%,27.3%,81.8%,,,,,,,,,,
400874386,Raptors,L. Scola,PF,14,0-5,0-4,1-2,0,2,2,0,0,0,1,0,-5,1
400874386,Raptors,D. Carroll,SF,32,4-9,4-8,0-0,1,5,6,0,0,0,0,3,-8,12
400874386,Raptors,J. Valanciunas,C,28,6-7,0-0,4-4,2,4,6,0,0,1,1,3,-15,16
400874386,Raptors,K. Lowry,PG,36,4-12,0-5,4-6,1,2,3,5,1,0,3,6,-8,12
400874386,Raptors,D. DeRozan,SG,33,4-15,0-2,0-0,0,6,6,4,1,0,6,3,-14,8
400874386,Raptors,J. Thompson,PF,3,1-1,0-0,0-0,1,0,1,0,0,0,0,0,+2,2
400874386,Raptors,J. Johnson,PF,3,0-0,0-0,2-2,0,0,0,1,0,0,0,0,+2,2
